138337.000000	370341.000000	905.000000	12428.000000	
394817.000000	416391.000000	3596.000000	11681.000000	
191840.000000	213060.000000	11196.000000	18925.000000	
348133.000000	361059.000000	4265.000000	17584.000000	
395236.000000	419269.000000	5829.000000	18703.000000	
61699.000000	574144.000000	9313.000000	10118.000000	
507364.000000	544581.000000	2250.000000	19018.000000	
478980.000000	541889.000000	3259.000000	12071.000000	
29892.000000	376195.000000	2975.000000	10386.000000	
51523.000000	63426.000000	8942.000000	18457.000000	
80512.000000	92263.000000	384.000000	16241.000000	
567174.000000	591104.000000	2792.000000	4978.000000	
255939.000000	265798.000000	12499.000000	17303.000000	
494496.000000	524871.000000	2379.000000	11977.000000	
457733.000000	555553.000000	9603.000000	11955.000000	
435650.000000	569479.000000	8986.000000	17581.000000	
415846.000000	437571.000000	6718.000000	12464.000000	
527175.000000	588834.000000	4456.000000	6701.000000	
215654.000000	373319.000000	1294.000000	10251.000000	
491106.000000	586946.000000	1769.000000	6687.000000	
312193.000000	376196.000000	3710.000000	7184.000000	
556199.000000	590468.000000	45.000000	16683.000000	
446209.000000	559297.000000	8315.000000	17992.000000	
210439.000000	560295.000000	9271.000000	12273.000000	
430467.000000	554594.000000	1879.000000	5341.000000	
198690.000000	578688.000000	7942.000000	14194.000000	
313664.000000	378497.000000	6658.000000	13307.000000	
485409.000000	530947.000000	696.000000	12845.000000	
246917.000000	391777.000000	4123.000000	14696.000000	
253383.000000	272610.000000	9884.000000	17320.000000	
455399.000000	599172.000000	14577.000000	17942.000000	
459939.000000	588069.000000	13539.000000	19018.000000	
496771.000000	535718.000000	384.000000	3656.000000	
233412.000000	378918.000000	3215.000000	11632.000000	
174564.000000	189766.000000	232.000000	16783.000000	
184967.000000	388480.000000	5627.000000	15182.000000	
561575.000000	594689.000000	15062.000000	17910.000000	
337539.000000	344772.000000	13022.000000	16697.000000	
192964.000000	592803.000000	1631.000000	5648.000000	
510851.000000	567876.000000	6055.000000	19756.000000	
21799.000000	590375.000000	8223.000000	12130.000000	
345380.000000	460870.000000	6784.000000	16334.000000	
489189.000000	539174.000000	2573.000000	14832.000000	
306790.000000	321536.000000	9385.000000	19822.000000	
37536.000000	389536.000000	1262.000000	7552.000000	
198339.000000	224416.000000	10251.000000	18614.000000	
504387.000000	561440.000000	14608.000000	18266.000000	
313665.000000	316832.000000	13506.000000	18274.000000	
424834.000000	572514.000000	9256.000000	18997.000000	
549637.000000	591139.000000	2839.000000	19440.000000	
495783.000000	586465.000000	10326.000000	15009.000000	
292001.000000	555393.000000	1336.000000	2450.000000	
351335.000000	517284.000000	14953.000000	17751.000000	
268261.000000	281189.000000	384.000000	16672.000000	
199302.000000	203491.000000	512.000000	18336.000000	
362055.000000	390023.000000	5907.000000	18182.000000	
86917.000000	570720.000000	8760.000000	13072.000000	
33410.000000	588998.000000	16755.000000	18596.000000	
187010.000000	370466.000000	3444.000000	10918.000000	
