29987.000000	30565.000000	3509.000000	18221.000000	
13409.000000	18311.000000	5154.000000	7464.000000	
28928.000000	75335.000000	18.000000	606.000000	
26212.000000	40711.000000	7595.000000	13287.000000	
1541.000000	6278.000000	2476.000000	15013.000000	
12391.000000	15846.000000	13732.000000	17802.000000	
56353.000000	63045.000000	8414.000000	16689.000000	
32320.000000	77312.000000	8954.000000	10426.000000	
6565.000000	80227.000000	16980.000000	17676.000000	
54019.000000	73825.000000	18934.000000	19685.000000	
35687.000000	56773.000000	4861.000000	5744.000000	
37287.000000	70439.000000	13891.000000	15040.000000	
12741.000000	34433.000000	12836.000000	15660.000000	
71812.000000	80739.000000	844.000000	7619.000000	
59143.000000	76133.000000	6002.000000	10852.000000	
19841.000000	64996.000000	8528.000000	10124.000000	
62119.000000	68388.000000	6144.000000	18996.000000	
5056.000000	10113.000000	1655.000000	14248.000000	
3076.000000	11750.000000	14969.000000	17242.000000	
6884.000000	55140.000000	9213.000000	10289.000000	
22146.000000	33382.000000	7342.000000	10216.000000	
73222.000000	74658.000000	3754.000000	11293.000000	
7463.000000	12935.000000	12157.000000	19423.000000	
27301.000000	51303.000000	12117.000000	15090.000000	
27808.000000	58823.000000	9885.000000	11224.000000	
80225.000000	83395.000000	2775.000000	14853.000000	
24161.000000	32898.000000	7745.000000	13513.000000	
61313.000000	70721.000000	1349.000000	7582.000000	
2819.000000	21955.000000	11869.000000	15747.000000	
51682.000000	67521.000000	7912.000000	12461.000000	
21095.000000	24580.000000	11422.000000	18403.000000	
73760.000000	83361.000000	16598.000000	18086.000000	
26343.000000	53220.000000	5965.000000	7291.000000	
1062.000000	13251.000000	3167.000000	8184.000000	
38853.000000	46915.000000	2420.000000	4087.000000	
24068.000000	72131.000000	2262.000000	3129.000000	
9186.000000	19744.000000	4497.000000	12508.000000	
30785.000000	44836.000000	15603.000000	18162.000000	
3876.000000	32741.000000	15471.000000	17796.000000	
15142.000000	32867.000000	200.000000	3302.000000	
1219.000000	47168.000000	15407.000000	16799.000000	
33794.000000	42529.000000	2028.000000	6596.000000	
5478.000000	46595.000000	15865.000000	16836.000000	
9697.000000	67012.000000	12850.000000	13478.000000	
4837.000000	65153.000000	15628.000000	16066.000000	
44032.000000	52998.000000	807.000000	6875.000000	
54565.000000	60612.000000	3072.000000	13226.000000	
43235.000000	50272.000000	16746.000000	19872.000000	
11812.000000	20740.000000	11886.000000	15466.000000	
30372.000000	50786.000000	9647.000000	11136.000000	
53154.000000	62914.000000	8286.000000	9247.000000	
44960.000000	81862.000000	17370.000000	18420.000000	
27911.000000	34211.000000	13347.000000	17984.000000	
3232.000000	5475.000000	9164.000000	15843.000000	
46117.000000	48864.000000	6160.000000	14310.000000	
64261.000000	70593.000000	2045.000000	8376.000000	
4901.000000	20128.000000	6205.000000	8838.000000	
40130.000000	57060.000000	7672.000000	10369.000000	
48647.000000	54629.000000	1774.000000	13348.000000	
15973.000000	20483.000000	2329.000000	19088.000000	
50368.000000	61956.000000	2761.000000	7165.000000	
5607.000000	48483.000000	644.000000	1565.000000	
40711.000000	72164.000000	6999.000000	9531.000000	
42850.000000	50434.000000	2393.000000	13023.000000	
38406.000000	43846.000000	2710.000000	6560.000000	
9347.000000	14017.000000	13827.000000	16351.000000	
9633.000000	11622.000000	10515.000000	16866.000000	
43428.000000	66337.000000	2628.000000	5851.000000	
65702.000000	68163.000000	5616.000000	11183.000000	
25025.000000	72902.000000	17868.000000	18181.000000	
3491.000000	9185.000000	467.000000	12237.000000	
24099.000000	28291.000000	2622.000000	5228.000000	
20421.000000	37447.000000	14546.000000	16129.000000	
6755.000000	9440.000000	10900.000000	17538.000000	
